
1	|	How is our financial performance versus analyst estimates	|	FIN	|	Comparison	|	Numeric	|	O	O	O	mea	mea	O	cmp	cmp
617	|	What is the number of women across the whole company	|	HR	|	Lookup	|	Numeric	|	O	O	O	oper	O	B_where	O	O	O	O
618	|	How many women are working in Israel compared to men	|	HR	|	Comparison	|	Numeric	|	O	oper	cmp	O	O	O	B_where	O	O	cmp
619	|	In which country are working the most women	|	HR	|	Lookup	|	Location	|	O	O	res	O	O	O	argm	B_where
620	|	What is the ratio between men and women at SAP	|	HR	|	Comparison	|	Numeric	|	O	O	O	oper	O	cmp	O	cmp	O	O
621	|	What is the relation between men and women in SAP	|	HR	|	Comparison	|	Numeric	|	O	O	O	O	O	cmp	O	cmp	O	O
622	|	What is the relation between men and women in leadership positions	|	HR	|	Comparison	|	Numeric	|	O	O	O	oper	O	cmp	O	cmp	O	B_where	I_where
623	|	Which countries have the biggest differences between men and women in leadership positions	|	HR	|	Comparison	|	Location	|	O	res	O	O	argm	O	O	cmp	O	cmp	O	B_where	I_where
624	|	How many women are managers compared to men	|	HR	|	Comparison	|	Numeric	|	O	oper	cmp	O	B_where	O	O	cmp
625	|	What is the amount of women in Germany	|	HR	|	Lookup	|	Numeric	|	O	O	O	oper	O	B_where	O	B_where
626	|	How many students are working at SAP	|	HR	|	Lookup	|	Numeric	|	O	oper	B_where	O	O	O	O
627	|	Which country has the most students employed	|	HR	|	Lookup	|	Location	|	O	res	O	O	argm	B_where	O
628	|	How many students were hired in the last year	|	HR	|	Lookup	|	Numeric	|	O	oper	B_where	O	B_where	O	O	B_where	I_where
629	|	What is the number of students that were hired in the last quarter	|	HR	|	Lookup	|	Numeric	|	O	O	O	oper	O	B_where	O	O	B_where	O	O	B_where	I_where
630	|	How many people are working in Bangalore compared to Seattle	|	HR	|	Comparison	|	Numeric	|	O	oper	O	O	O	O	cmp	O	O	cmp
631	|	Which locations have more employees than Paris	|	HR	|	Comparison	|	Location	|	O	res	O	oper	O	O	cmp
632	|	Which locations have hired the least employees in the last months	|	HR	|	Lookup	|	Location	|	O	res	O	B_where	O	argm	O	O	O	B_where	I_where
633	|	Which locations have hired more than 100 people in the last months	|	HR	|	Lookup	|	Location	|	O	res	O	B_where	oper	O	cmp	O	O	O	B_where	I_where
634	|	In which country are working the most people	|	HR	|	Lookup	|	Location	|	O	O	res	O	O	O	argm	O
635	|	In which country are working more people than Canada	|	HR	|	Comparison	|	Location	|	O	O	res	O	O	oper	O	O	cmp
636	|	Which location has less employees than Beijing	|	HR	|	Comparison	|	Location	|	O	res	O	oper	O	O	cmp
637	|	Which country has the most employed people	|	HR	|	Lookup	|	Location	|	O	res	O	O	argm	O	O
638	|	How many people are working in the Finance and administration department	|	HR	|	Lookup	|	Numeric	|	O	oper	O	O	O	O	O	B_where	I_where	I_where	O
639	|	Which is the biggest department at SAP	|	HR	|	Lookup	|	Person	|	O	O	O	argm	res	O	O
640	|	What is the biggest department in North America	|	HR	|	Lookup	|	Person	|	O	O	O	argm	res	O	B_where	I_where
641	|	Which department has the most employees in Germany	|	HR	|	Lookup	|	Person	|	O	res	O	O	argm	O	O	B_where
642	|	How many men are working at product and innovation	|	HR	|	Lookup	|	Numeric	|	O	oper	B_where	O	O	O	B_where	I_where	I_where
643	|	How many women are working in human resources	|	HR	|	Lookup	|	Numeric	|	O	oper	B_where	O	O	O	B_where	I_where
644	|	How many external hirings did we have in the last quarter	|	HR	|	Lookup	|	Numeric	|	O	oper	B_where	B_where	O	O	O	O	O	B_where	I_where
645	|	How many early talents were hired last quarter	|	HR	|	Lookup	|	Numeric	|	O	oper	B_where	I_where	O	B_where	B_where	I_where
646	|	How many leaders do we have in Europe	|	HR	|	Lookup	|	Numeric	|	O	oper	B_where	O	O	O	O	B_where
647	|	How many leading positions do we have in Europe compared to Asia	|	HR	|	Comparison	|	Numeric	|	O	oper	B_where	I_where	O	O	O	O	cmp	O	O	cmp
648	|	What is the most frequent position in Germany	|	HR	|	Lookup	|	Person	|	O	O	O	argm	O	res	O	B_where
649	|	What is the stake of early talents in Germany	|	HR	|	Calculate	|	Numeric	|	O	O	O	oper	O	B_where	I_where	O	B_where
650	|	What is the stake of hired early talents in the last quarter	|	HR	|	Calculate	|	Numeric	|	O	O	O	oper	O	B_where	B_where	I_where	O	O	B_where	I_where
651	|	How many manager positions are hold by women	|	HR	|	Lookup	|	Numeric	|	O	oper	B_where	I_where	O	O	O	B_where
652	|	Show us the gender diversity by department	|	HR	|	Calculate	|	Numeric	|	O	O	O	mea	mea	O	grpby
653	|	Show the headcount per department	|	HR	|	Lookup	|	Numeric	|	O	O	mea	O	grpby
654	|	What is the total headcount for each department	|	HR	|	Lookup	|	Numeric	|	O	O	O	O	mea	O	O	grpby
655	|	Show us the headcount per region	|	HR	|	Lookup	|	Numeric	|	O	O	O	mea	O	grpby
656	|	What is the total headcount grouped by region	|	HR	|	Lookup	|	Numeric	|	O	O	O	O	mea	O	O	grpby
657	|	Which region has the highest headcount	|	HR	|	Lookup	|	Location	|	O	res	O	O	argm	mea
658	|	What does the age diversity look like	|	HR	|	Calculate	|	Numeric	|	O	O	O	mea	oper	O	O
659	|	What does the headcount distribution looks like per department	|	HR	|	Calculate	|	Numeric	|	O	O	O	mea	oper	O	O	O	grpby
660	|	Which department had the biggest headcount movement in this year	|	HR	|	Calculate	|	Person	|	O	res	O	O	argm	mea	mea	O	B_where	I_where
661	|	How many women are working in Europe compared to America	|	HR	|	Comparison	|	Numeric	|	O	oper	B_where	O	O	O	cmp	O	O	cmp
662	|	What is the total headcount over the past 4 years	|	HR	|	Lookup	|	Numeric	|	O	O	O	O	mea	O	O	B_where	I_where	I_where
663	|	Which location has the highest employee costs	|	HR	|	Lookup	|	Location	|	O	res	O	O	argm	mea	mea
664	|	Which are the top 3 locations with the biggest employee costs	|	HR	|	Lookup	|	Location	|	O	O	O	argm	argm	res	O	O	argm	mea	mea
665	|	What is the salary of Bill McDermott	|	HR	|	Lookup	|	Numeric	|	O	O	O	mea	O	B_where	I_where
666	|	How many salesmen do we have in Germany	|	HR	|	Lookup	|	Numeric	|	O	oper	B_where	O	O	O	O	B_where
667	|	What is the headcount for locations in Greece	|	HR	|	Lookup	|	Numeric	|	O	O	O	mea	O	res	O	B_where
668	|	What is the average wage for managers in North America	|	HR	|	Lookup	|	Numeric	|	O	O	O	oper	mea	O	B_where	O	B_where	I_where
669	|	Which location has completed the most online courses on average	|	HR	|	Lookup	|	Location	|	O	res	O	O	O	argm	O	mea	O	oper
670	|	Which country has the least percentage of women with subordinates	|	HR	|	Calculate	|	Location	|	O	res	O	O	argm	oper	O	B_where	O	B_where
671	|	For which region is the share of women in management position the lowest	|	HR	|	Calculate	|	Location	|	O	O	res	O	O	oper	O	B_where	O	B_where	I_where	O	argm
672	|	How many employees do we have in Denmark	|	HR	|	Lookup	|	Numeric	|	O	oper	O	O	O	O	O	B_where
673	|	What is the number of employees in India	|	HR	|	Lookup	|	Numeric	|	O	O	O	oper	O	O	O	B_where
674	|	How many learning courses were finished in China compared to the US	|	HR	|	Comparison	|	Numeric	|	O	oper	mea	mea	O	O	O	cmp	O	O	O	cmp
675	|	What is the headcount distribution per location	|	HR	|	Lookup	|	Numeric	|	O	O	O	mea	oper	O	grpby
676	|	Show the headcount distribution for countries in Europe	|	HR	|	Lookup	|	Numeric	|	O	O	mea	oper	O	res	O	B_where
677	|	In which region are working the happiest employees	|	HR	|	Lookup	|	Location	|	O	O	res	O	O	O	argm	O
678	|	Which country has completed the most learning courses	|	HR	|	Lookup	|	Location	|	O	O	O	O	O	O	O	O
679	|	What is the average headcount per region	|	HR	|	Lookup	|	Numeric	|	O	O	O	oper	mea	O	grpby
680	|	How many people is Michael Scott managing in Germany	|	HR	|	Lookup	|	Numeric	|	O	oper	O	O	B_where	I_where	mea	O	B_where
681	|	Which region has finished the most courses on average	|	HR	|	Lookup	|	Location	|	O	res	O	O	O	argm	mea	O	oper
682	|	Jimmy Kimmel is the manager of how many people	|	HR	|	Lookup	|	Numeric	|	B_where	I_where	O	O	mea	O	O	oper	O
683	|	How many people are working for Andy Bernard	|	HR	|	Lookup	|	Numeric	|	O	oper	O	O	O	O	B_where	I_where
684	|	Show the percentage of women per department	|	HR	|	Calculate	|	Numeric	|	O	O	oper	O	B_where	O	grpby
685	|	Which department has the highest share of women	|	HR	|	Calculate	|	Person	|	O	res	O	O	argm	oper	O	B_where
686	|	How many new hirings did we have last quarter	|	HR	|	Lookup	|	Numeric	|	O	oper	O	mea	O	O	O	B_where	I_where
687	|	How many employees where hired compared to last year	|	HR	|	Comparison	|	Numeric	|	O	oper	O	O	mea	O	O	cmp	cmp
688	|	Which region has the biggest number of new hirings for this year	|	HR	|	Lookup	|	Location	|	O	res	O	O	argm	oper	O	O	mea	O	B_where	I_where
689	|	Which organization has the most employees	|	HR	|	Lookup	|	Location	|	O	res	O	O	argm	O
690	|	Show the number of women per organization	|	HR	|	Lookup	|	Numeric	|	O	O	oper	O	B_where	O	grpby
691	|	Show the headcount distribution per country	|	HR	|	Lookup	|	Numeric	|	O	O	mea	O	O	grpby
692	|	How many organizations do we have worldwide	|	HR	|	Lookup	|	Numeric	|	O	oper	grpby	O	O	O	O
693	|	How many organizations do we have in APJ	|	HR	|	Lookup	|	Numeric	|	O	oper	grpby	O	O	O	O	B_where
694	|	What is the number of organizations in EMEA	|	HR	|	Lookup	|	Numeric	|	O	O	O	oper	O	grpby	O	B_where
695	|	What is the biggest department in Germany	|	HR	|	Lookup	|	Numeric	|	O	O	O	argm	res	O	B_where
696	|	Show the 3 biggest departments across the company	|	HR	|	Lookup	|	Numeric	|	O	O	argm	argm	res	O	O	O
697	|	What is the biggest department	|	HR	|	Lookup	|	Numeric	|	O	O	O	argm	res
698	|	How many open positions are available in Germany	|	HR	|	Lookup	|	Numeric	|	O	oper	O	O	O	O	O	B_where
699	|	How many developer positions are vacant in the United States	|	HR	|	Lookup	|	Numeric	|	O	O	O	O	O	O	O	O	B_where	I_where
700	|	In which country is the best advertisement	|	HR	|	Lookup	|	Location	|	O	O	res	O	O	argm	O
701	|	In which locations do the employees earn the most money	|	HR	|	Lookup	|	Location	|	O	O	res	O	O	O	mea	O	argm	O
702	|	In which countries do women earn the most money	|	HR	|	Lookup	|	Location	|	O	O	res	O	B_where	mea	O	argm	O
703	|	Show the location where the employee satisfaction is the highest	|	HR	|	Lookup	|	Location	|	O	O	res	O	O	O	mea	O	O	argm
704	|	Show the locations where employees have to travel a lot	|	HR	|	Lookup	|	Location	|	O	O	res	O	O	O	O	O	O	O
705	|	In which countries do employees have to travel the most	|	HR	|	Lookup	|	Location	|	O	O	res	O	O	O	O	O	O	argm
706	|	Do men earn more money in APJ than women	|	HR	|	Comparison	|	Numeric	|	O	B_where	mea	oper	O	O	B_where	O	cmp
707	|	In which countries is the employee growth the highest	|	HR	|	Calculate	|	Location	|	O	O	res	O	O	mea	mea	O	argm
708	|	Show the employee growth in EMEA	|	HR	|	Calculate	|	Numeric	|	O	O	mea	mea	O	B_where
709	|	How many people are managed by Bill McDermott	|	HR	|	Lookup	|	Numeric	|	O	oper	O	O	mea	O	B_where	I_where
710	|	Christian Klein is the Manager of how many employees	|	HR	|	Lookup	|	Numeric	|	B_where	I_where	O	O	mea	O	O	oper	O
711	|	How many employees are managed by Luka Mueller in Germany	|	HR	|	Lookup	|	Numeric	|	O	oper	O	O	mea	O	B_where	I_where	O	B_where
712	|	Is Walldorf the biggest location of SAP	|	HR	|	Lookup	|	Numeric	|	O	B_where	O	argm	res	O	O
713	|	Who is the Head of human resources	|	HR	|	Lookup	|	Person	|	O	O	B_where	I_where	I_where	I_where	I_where
714	|	How many new contracts have been signed in 2016	|	HR	|	Lookup	|	Numeric	|	O	oper	O	O	O	O	mea	O	B_where
715	|	How many new contracts have been signed by unlimited conditions in MEE	|	HR	|	Lookup	|	Numeric	|	O	oper	O	O	O	O	mea	O	B_where	I_where	O	B_where
716	|	In which countries do we have the most signed contracts	|	HR	|	Lookup	|	Location	|	O	O	res	O	O	O	O	argm	mea	O
717	|	In which country are working the most students	|	HR	|	Lookup	|	Location	|	O	O	res	O	O	O	argm	B_where
718	|	Where do we have the most learning possibilities for SAP employees	|	HR	|	Lookup	|	Location	|	O	O	O	O	O	argm	B_where	O	O	O	O
719	|	In which countries is the spend for training sessions the highest	|	HR	|	Lookup	|	Location	|	O	O	res	O	O	mea	O	B_where	O	O	argm
720	|	How many learning sessions were offered in EMEA	|	HR	|	Lookup	|	Numeric	|	O	oper	B_where	I_where	O	O	O	B_where
721	|	What is the headcount for DACH compared to the Nordics	|	HR	|	Comparison	|	Numeric	|	O	O	O	mea	O	cmp	O	O	O	cmp
722	|	Compare the headcount for the sales department in Germany and USA	|	HR	|	Comparison	|	Numeric	|	O	O	mea	O	O	B_where	O	O	cmp	O	cmp
723	|	Show the employee satisfaction between China and Singapore	|	HR	|	Comparison	|	Numeric	|	O	O	O	mea	O	cmp	O	cmp
724	|	Show the employee satisfaction for EMEA and APJ	|	HR	|	Comparison	|	Numeric	|	O	O	O	mea	O	cmp	O	cmp
725	|	Show the headcount for each market unit in EMEA	|	HR	|	Lookup	|	Numeric	|	O	O	mea	O	O	grpby	grpby	O	B_where
726	|	Which market unit in EMEA has the biggest headcount	|	HR	|	Lookup	|	Location	|	O	res	res	O	B_where	O	O	argm	mea
727	|	Compare the number of women in management positions between USA and Canada	|	HR	|	Comparison	|	Numeric	|	O	O	oper	O	B_where	O	B_where	I_where	O	cmp	O	cmp
728	|	What are the headcount growth rates for EMEA this year	|	HR	|	Calculate	|	Numeric	|	O	O	O	mea	mea	mea	O	B_where	B_where	I_where
729	|	How many people were hired between this year and last year	|	HR	|	Comparison	|	Numeric	|	O	oper	O	O	B_where	O	cmp	cmp	O	cmp	cmp
730	|	Which department has the highest satisfaction of its employees	|	HR	|	Lookup	|	Person	|	O	res	O	O	argm	mea	O	O	O
731	|	Compare the satisfaction for managers and non managers	|	HR	|	Comparison	|	Numeric	|	O	O	mea	O	cmp	O	cmp	cmp
732	|	What is the difference for satisfaction of employees with management and none management positions	|	HR	|	Comparison	|	Numeric	|	O	O	O	O	O	mea	O	O	O	cmp	O	cmp	cmp	cmp
733	|	What is the difference in the salary of women in management positions and men	|	HR	|	Comparison	|	Numeric	|	O	O	O	O	O	O	mea	O	cmp	O	B_where	B_where	O	cmp
734	|	What is the satisfaction for employees with a wage higher than 50000	|	HR	|	Comparison	|	Numeric	|	O	O	O	mea	O	O	O	O	B_where	O	O	cmp
735	|	What is the satisfaction for employees older than 30 years	|	HR	|	Comparison	|	Numeric	|	O	O	O	mea	O	O	B_where	O	cmp	O
736	|	Compare the average salary for managers between North America and DACH	|	HR	|	Comparison	|	Numeric	|	O	O	oper	mea	O	B_where	O	cmp	cmp	O	cmp
737	|	How many employees are older than 50 years	|	HR	|	Lookup	|	Numeric	|	O	oper	O	O	B_where	O	cmp	O
738	|	What is the share of managers in EMEA	|	HR	|	Calculate	|	Numeric	|	O	O	O	oper	O	B_where	O	B_where
739	|	Which region has the highest percentage of managers	|	HR	|	Calculate	|	Numeric	|	O	res	O	O	argm	oper	O	B_where
740	|	What is the share for cloud department of the total headcount	|	HR	|	Calculate	|	Numeric	|	O	O	O	oper	O	B_where	O	O	O	O	mea
741	|	How many people were hired in APJ in comparison to America	|	HR	|	Comparison	|	Numeric	|	O	oper	O	O	B_where	O	cmp	O	O	O	cmp
742	|	Show the department in APJ which has the highest headcount	|	HR	|	Lookup	|	Person	|	O	O	res	O	B_where	O	O	O	argm	mea
743	|	Which region in EMEA has the most L3 managers	|	HR	|	Lookup	|	Location	|	O	res	O	B_where	O	O	argm	O	B_where
744	|	How is the women employee satisfaction in America	|	HR	|	Lookup	|	Numeric	|	O	O	O	B_where	O	mea	O	B_where
745	|	What are the growth rates for women during the last 4 years	|	HR	|	Calculate	|	Numeric	|	O	O	O	mea	mea	O	B_where	O	O	B_where	I_where	I_where
746	|	Display the headcount growth rates for the marketing department this year	|	HR	|	Calculate	|	Numeric	|	O	O	mea	mea	mea	O	O	B_where	O	B_where	I_where
747	|	What is the stake of women in EMEA	|	HR	|	Calculate	|	Numeric	|	O	O	O	oper	O	B_where	O	B_where
748	|	How many women are working in Germany compared to France	|	HR	|	Comparison	|	Numeric	|	O	oper	B_where	O	O	O	cmp	O	O	cmp
749	|	Show the percentage of early talents in Israel	|	HR	|	Calculate	|	Numeric	|	O	O	oper	O	B_where	I_where	O	B_where
750	|	Calculate the percentage of employees in management positions	|	HR	|	Calculate	|	Numeric	|	O	O	oper	O	O	O	B_where	I_where
751	|	Which companies are threatening our cloud business	|	COMP	|	Lookup	|	Company	|	O	res	O	argm	O	B_where	O
752	|	Which are the three strongest competitors in cloud software	|	COMP	|	Lookup	|	Company	|	O	O	O	argm	argm	res	O	B_where	O
753	|	Who is the strongest competitor in the cloud sector	|	COMP	|	Lookup	|	Company	|	O	O	O	argm	res	O	O	B_where	O
754	|	Which company threats our sales for HR cloud software	|	COMP	|	Lookup	|	Company	|	O	res	argm	O	O	O	B_where	I_where	O
755	|	Which companies are threatening our sales for HR cloud software	|	COMP	|	Lookup	|	Company	|	O	res	O	argm	O	O	O	B_where	I_where	O
756	|	Show all companies that have a higher cloud revenue	|	COMP	|	Comparison	|	Company	|	O	O	res	O	O	O	oper	B_where	mea
757	|	Which companies have a higher cloud revenue than SAP	|	COMP	|	Comparison	|	Company	|	O	res	O	O	oper	B_where	mea	O	cmp
758	|	Which are the companies that generate more cloud revenue as SAP	|	COMP	|	Comparison	|	Company	|	O	O	O	res	O	O	oper	B_where	mea	O	cmp
759	|	Which companies have a higher cloud revenue compared to SAP	|	COMP	|	Comparison	|	Company	|	O	res	O	O	oper	B_where	mea	O	O	cmp
760	|	Show companies that have more cloud revenues as SAP	|	COMP	|	Comparison	|	Company	|	O	res	O	O	oper	B_where	mea	O	cmp
761	|	Which companies have more service revenues than SAP	|	COMP	|	Comparison	|	Company	|	O	res	O	oper	B_where	mea	O	cmp
762	|	Which company threats our cloud business the most	|	COMP	|	Lookup	|	Company	|	O	res	argm	O	B_where	O	O	argm
763	|	Who is the strongest competitor in cloud software	|	COMP	|	Lookup	|	Company	|	O	O	O	argm	res	O	B_where	O
764	|	Show the strongest competitor in cloud software	|	COMP	|	Lookup	|	Company	|	O	O	argm	res	O	B_where	O
765	|	Show the companies which have more service revenue than SAP	|	COMP	|	Comparison	|	Company	|	O	O	res	O	O	oper	B_where	mea	O	cmp
766	|	Which companies have more service revenue than SAP	|	COMP	|	Comparison	|	Company	|	O	res	O	oper	B_where	mea	O	cmp
767	|	Which companies have more cloud revenue than SAP	|	COMP	|	Comparison	|	Company	|	O	res	O	oper	B_where	mea	O	cmp
768	|	Show all companies which are threatening our sales for HR cloud software	|	COMP	|	Lookup	|	Company	|	O	O	res	O	O	argm	O	O	O	B_where	I_where	O
769	|	How many companies are threatening our sales for HR cloud software	|	COMP	|	Lookup	|	Numeric	|	O	oper	O	O	argm	O	O	O	B_where	I_where	O
770	|	How many companies are threatening our cloud business	|	COMP	|	Lookup	|	Numeric	|	O	oper	grpby	O	argm	O	B_where	O
771	|	Show the strongest competitor in the cloud sector	|	COMP	|	Lookup	|	Company	|	O	O	argm	res	O	O	B_where	O
772	|	Who are our competitors in the cloud software	|	COMP	|	Lookup	|	Company	|	O	O	O	res	O	O	B_where	O
773	|	Show our main competitors in APJ	|	COMP	|	Lookup	|	Company	|	O	O	argm	res	O	B_where
774	|	Who are our main cloud competitors in Europe	|	COMP	|	Lookup	|	Company	|	O	O	O	argm	B_where	res	O	B_where
775	|	How many companies are threatening our cloud business	|	COMP	|	Lookup	|	Numeric	|	O	oper	grpby	O	argm	O	B_where	O
776	|	What is the total cloud revenue of IBM	|	COMP	|	Lookup	|	Numeric	|	O	O	O	O	B_where	mea	O	B_where
777	|	What are the cloud growth rates by Microsoft	|	COMP	|	Calculate	|	Numeric	|	O	O	O	B_where	mea	mea	O	B_where
778	|	What are the cloud growth rates by Microsoft compared to SAP	|	COMP	|	Comparison	|	Numeric	|	O	O	O	B_where	mea	mea	O	cmp	O	O	cmp
779	|	Which company has higher cloud growth rates than SAP	|	COMP	|	Comparison	|	Company	|	O	res	O	oper	B_where	mea	mea	O	cmp
780	|	Show the competitor with the highest cloud growth rates	|	COMP	|	Calculate	|	Company	|	O	O	res	O	O	argm	B_where	mea	mea
781	|	Which competitor has the lowest cloud costs	|	COMP	|	Lookup	|	Company	|	O	res	O	O	argm	B_where	mea
782	|	What are the top three competitors for cloud growth rates	|	COMP	|	Calculate	|	Company	|	O	O	O	argm	argm	res	O	B_where	mea	mea
783	|	Which competitors also have double digit growth rates in the cloud business	|	COMP	|	Calculate	|	Company	|	O	res	O	O	oper	oper	mea	mea	O	O	B_where	O
784	|	Which competitors are we facing in the on-premise sector	|	COMP	|	Lookup	|	Company	|	O	res	O	O	O	O	O	B_where	O
785	|	Which competitor is gaining momentum in the cloud business	|	COMP	|	Calculate	|	Company	|	O	res	O	oper	oper	O	O	B_where	O
786	|	Which competitor has the highest cloud growth rates	|	COMP	|	Calculate	|	Company	|	O	res	O	O	argm	B_where	mea	mea
787	|	How is SAP performing in the cloud business against its competitors	|	COMP	|	Comparison	|	Numeric	|	O	O	cmp	O	O	O	B_where	O	O	O	cmp
788	|	What are the competitors with the highest on-premise growth rates	|	COMP	|	Calculate	|	Company	|	O	O	O	res	O	O	argm	B_where	mea	mea
789	|	What is the annually research and development spend of Microsoft	|	COMP	|	Lookup	|	Numeric	|	O	O	O	grpby	B_where	I_where	I_where	mea	O	B_where
790	|	Which companies are having a momentum in the cloud sector	|	COMP	|	Calculate	|	Company	|	O	res	O	O	O	oper	O	O	B_where	O
791	|	Which competitors have a higher cloud revenue than SAP	|	COMP	|	Comparison	|	Company	|	O	res	O	O	oper	B_where	mea	O	cmp
792	|	Which companies have higher revenues in cloud software	|	COMP	|	Comparison	|	Company	|	O	res	O	oper	mea	O	B_where	O
793	|	What was the total revenue from Netsuite in the last quarter	|	COMP	|	Lookup	|	Numeric	|	O	O	O	O	mea	O	B_where	O	O	B_where	I_where
794	|	Who is our biggest competitor regarding sold cloud software	|	COMP	|	Lookup	|	Company	|	O	O	O	argm	res	O	O	B_where	O
795	|	Which competitors have sold more cloud products than SAP	|	COMP	|	Comparison	|	Company	|	O	res	O	O	oper	B_where	O	O	cmp
796	|	Which competitors have more cloud revenues than SAP	|	COMP	|	Comparison	|	Company	|	O	res	O	oper	B_where	mea	O	cmp
797	|	Which competitor has the biggest revenues worldwide	|	COMP	|	Lookup	|	Company	|	O	res	O	O	argm	mea	O
798	|	Which company has the highest cloud share in the market	|	COMP	|	Calculate	|	Company	|	O	res	O	O	argm	B_where	oper	O	O	O
799	|	Which competitor has the highest market share for cloud products	|	COMP	|	Calculate	|	Company	|	O	res	O	O	argm	O	oper	O	B_where	O
800	|	What are the cloud revenue figures for our competitors in the last quarter	|	COMP	|	Lookup	|	Numeric	|	O	O	O	B_where	mea	O	O	O	grpby	O	O	B_where	I_where
801	|	Which competitors are having a higher cloud revenue than SAP	|	COMP	|	Comparison	|	Company	|	O	res	O	O	O	oper	B_where	mea	O	cmp
802	|	For how many companies are the on-premise revenues bigger than SAP	|	COMP	|	Comparison	|	Numeric	|	O	O	oper	grpby	O	O	B_where	mea	oper	O	cmp
803	|	Which company is the fiercest competitor in the cloud market	|	COMP	|	Lookup	|	Company	|	O	res	O	O	argm	O	O	O	B_where	O
804	|	Which competitor has had the highest cloud growth rates in the last quarter	|	COMP	|	Calculate	|	Company	|	O	res	O	O	O	argm	B_where	mea	mea	O	O	B_where	I_where
805	|	What is the number of cloud customers for Oracle	|	COMP	|	Lookup	|	Numeric	|	O	O	O	oper	O	B_where	O	O	B_where
806	|	How many cloud customers does Workday have	|	COMP	|	Lookup	|	Numeric	|	O	oper	B_where	O	O	B_where	O
807	|	Which competitor has the most cloud customers	|	COMP	|	Lookup	|	Company	|	O	res	O	O	argm	B_where	O
808	|	Who are our top 3 competitors	|	COMP	|	Lookup	|	Company	|	O	O	O	argm	argm	res
809	|	Show the top 5 competitors in North America	|	COMP	|	Lookup	|	Company	|	O	O	argm	argm	res	O	B_where	I_where
810	|	What is the difference in revenue between SAP and IBM	|	COMP	|	Comparison	|	Numeric	|	O	O	O	O	O	mea	O	cmp	O	cmp
811	|	Show the cloud revenue for our competitors	|	COMP	|	Lookup	|	Numeric	|	O	O	B_where	mea	O	O	grpby
812	|	Show the cloud growth rates per competitor	|	COMP	|	Calculate	|	Numeric	|	O	O	B_where	mea	mea	O	grpby
813	|	How has the cloud revenue developed in the past year for Salesforce	|	COMP	|	Calculate	|	Numeric	|	O	O	O	B_where	mea	O	O	O	B_where	I_where	O	B_where
814	|	Show all competitors with increasing cloud revenue growth rates in the last quarter	|	COMP	|	Calculate	|	Company	|	O	O	res	O	oper	B_where	mea	mea	mea	O	O	B_where	I_where
815	|	For which competitors are the cloud revenue growth rates increasing	|	COMP	|	Calculate	|	Company	|	O	O	res	O	O	B_where	mea	mea	mea	oper
816	|	Which competitor has the highest cloud revenue	|	COMP	|	Lookup	|	Company	|	O	res	O	O	argm	B_where	mea
817	|	How many competitors do we have in the cloud sector	|	COMP	|	Lookup	|	Numeric	|	O	oper	grpby	O	O	O	O	O	B_where	O
818	|	Which sector has the highest number of competitors	|	COMP	|	Lookup	|	Product	|	O	res	O	O	argm	oper	O	grpby
819	|	What is the number of competitors per sector	|	COMP	|	Lookup	|	Numeric	|	O	O	O	oper	O	grpby	O	grpby
820	|	How many companies are operating in the cloud sector	|	COMP	|	Lookup	|	Numeric	|	O	oper	grpby	O	O	O	O	B_where	O
821	|	Which is our strongest competitor in the in-memory database sector	|	COMP	|	Lookup	|	Company	|	O	O	O	argm	res	O	O	O	B_where	O
822	|	Which company has the biggest Research and Development investments	|	COMP	|	Lookup	|	Company	|	O	res	O	O	argm	B_where	I_where	I_where	mea
823	|	Show the three companies with the biggest marketing expenses	|	COMP	|	Lookup	|	Company	|	O	O	argm	res	O	O	argm	B_where	mea
824	|	Which company has the highest cloud investments	|	COMP	|	Lookup	|	Company	|	O	res	O	O	argm	B_where	mea
825	|	Which company has higher cloud investments than SAP	|	COMP	|	Comparison	|	Company	|	O	res	O	oper	B_where	mea	O	cmp
826	|	Which competitor has had the highest cloud investments in the last year	|	COMP	|	Lookup	|	Company	|	O	res	O	O	O	argm	B_where	mea	O	O	B_where	I_where
827	|	How many competitors are we facing in the cloud sector	|	COMP	|	Lookup	|	Numeric	|	O	oper	grpby	O	O	O	O	O	B_where	O
828	|	Which company is gaining momentum in the cloud business	|	COMP	|	Calculate	|	Company	|	O	res	O	oper	oper	O	O	B_where	O
829	|	Which competitor has the biggest growth rates in his cloud business	|	COMP	|	Calculate	|	Company	|	O	res	O	O	argm	mea	mea	O	O	B_where	O
830	|	How much cloud revenue has Oracle generated in the last quarter	|	COMP	|	Lookup	|	Numeric	|	O	O	B_where	mea	O	B_where	O	O	O	B_where	I_where
831	|	What is the cloud revenue for IBM in the last year	|	COMP	|	Lookup	|	Numeric	|	O	O	O	B_where	mea	O	B_where	O	O	B_where	I_where
832	|	What are the cloud revenue figures for Microsoft	|	COMP	|	Lookup	|	Numeric	|	O	O	O	B_where	mea	O	O	B_where
833	|	Which competitor has the biggest cloud revenue	|	COMP	|	Lookup	|	Company	|	O	res	O	O	argm	B_where	mea
834	|	Tell us the biggest cloud company based on their revenue earnings	|	COMP	|	Lookup	|	Company	|	O	O	O	argm	B_where	res	O	O	O	mea	O
835	|	Who are the top 3 cloud companies based on revenue	|	COMP	|	Lookup	|	Company	|	O	O	O	argm	argm	B_where	res	O	O	mea
